temperature,humidity,pressure
29.98685661204493,55.76240317977297,1008.2860210780511
27.446942795315262,55.46585891616146,1009.7780021477854
30.59075415240277,42.04356827369985,1008.6104757558194
34.0921194256321,56.69909808298563,1011.4416721877844
27.063386501106656,67.32829081821745,1015.7887141258476
27.063452172203277,47.25767880923205,1007.9158313714352
34.316851262029566,70.48482651050593,1015.0032819910737
31.069738916611634,64.87774821084338,1007.8733117106125
26.12210245626019,52.657666780289624,1007.6094911500124
30.17024017434386,58.584703626621526,1014.2743784733728
26.14632922875015,75.98321807641034,1014.6877455120305
26.137080985718974,67.33547813505866,1014.4056397470506
28.96784908626414,60.08783654898148,1005.7368103671274
20.346879021368807,57.623166830390154,1009.1361960877118
21.10032866994787,60.76609070451659,1014.2919543680133
25.75084988303611,54.88236442057696,1011.1661673622556
23.948675518662306,38.95250494280985,1006.7052286152101
29.256989330381096,80.42177910534731,1012.8332717565017
24.367903697915157,61.553249991994015,1008.1407709640341
22.350785194658833,63.981472651225374,1018.1780993935688
33.862595075686215,59.42092250123091,1017.179365849673
27.096894798053857,52.64883199275412,1013.4163897054223
28.270112818751695,58.140755190512294,1016.4440268190791
22.301007255146175,44.006052378056886,1011.2591654004935
25.82246910189927,82.77086498053305,1014.0617499775001
28.443690358839465,47.654880015776044,1016.9108811812083
23.39602569031079,49.68033716152821,1011.9819947271773
29.502792073382686,55.597407956135996,1009.9792513139429
25.59744524032478,72.88075724852378,1004.1815121672915
26.833225000826893,60.14508999262654,1010.667465897114
25.593173551082412,47.63864203969538,1014.2936927382492
35.40911273803575,72.54338360757339,1014.7825337102705
27.946011101048263,67.31000626785482,1013.0174602628737
23.769156284176397,65.38434957216452,1008.8348036201511
31.290179648412757,67.1573424117084,1003.0927137242096
23.11662540011591,83.9436190058245,1009.0191396079811
28.835454380019023,81.85094895036113,1009.7826205157842
20.161319504480897,53.13284656996704,1009.74828413124
22.687255804406277,76.23884992811152,1013.4742254279117
28.787444943476494,63.831681897589,1018.9427056440594
30.953866319981643,64.99095816137749,1011.4941168073643
28.68547312475988,43.07729168356671,1010.1330728433742
27.53740687044704,58.29614234611804,1009.9631127479836
26.795585217642845,51.87176409663435,1011.4975390676309
22.08591203853029,68.28058814893309,1007.6868249586064
25.120623166421165,70.71080500402805,1011.4807942349843
26.15744491616085,39.255136489836886,1012.8032493453272
32.22848890487566,59.7796513599573,1011.8387442542979
29.374473158273844,71.21861504794252,1012.8301677360191
20.947839378549062,58.13321037686555,1012.7349904373941
29.296335877579182,67.29063645002364,1003.9124132710142
26.459670878334734,63.511654676270844,1013.5474806335816
25.292311998776164,63.41660231952626,1008.3159406173502
30.44670515536347,57.286850219317024,1006.6166433479842
32.1239980899838,47.834191958642904,1006.58219268858
31.725120476464795,48.784698525749725,1012.7341664418901
24.643129907109447,67.09352514455317,1010.1097002911006
26.76315049659514,60.19458255518883,1004.2721248640584
29.325053725614257,58.614877553927755,1012.9121512607692
31.902180508489437,55.76109957677647,1005.2415674768047
26.08330304861884,56.94811154519248,1011.5592854340729
27.25736409334473,70.46911794488139,1011.9539957026922
23.574660103975887,56.647559181319735,1014.5423083267801
23.215173503677317,46.58935286698431,1018.1267391458674
31.250103289576792,67.43651775540174,1005.5412946963978
33.424960114283294,57.95123336135283,1010.7901045757478
27.711959513678664,60.31395865532777,1009.8946588198231
32.014131591568095,76.0757830639951,1012.7349987438439
29.446544100190536,59.794394426494925,1011.8626750837345
25.419520981579502,62.891836731187254,1009.5898150290535
29.445582422033656,48.210765087016746,1009.2363912455565
34.15214626586388,57.8033054764904,1006.5341965792638
27.856695843560193,66.09526045208601,1014.951446329626
34.258574623256024,44.446262661587575,1012.8368167263981
17.52101958364102,62.00845093115709,1014.6710727911806
31.287610017500896,61.00791072644806,1009.758415454098
28.348188272952687,60.412874555874396,1008.3726581252223
26.80397059813653,70.37158898658242,1006.6867397334831
28.36704310614201,63.344385148485216,1012.4356703349627
20.04972434159643,74.78071898356444,1006.840827101887
27.121312448649952,50.06410484405964,1018.3946522758662
29.428450286046985,61.35924567218348,1005.7694296756263
33.911576178966065,60.844667863899474,1012.09464047685
25.92691912690541,49.3074550624492,1017.2674188288552
24.76602558842725,69.56295002091346,1013.3963590370553
25.992971825661854,83.24673305852818,1011.7026948499671
31.661608470808297,59.82993925516169,1007.1260654121525
29.315004438638738,65.05021088273767,1005.4729232457291
25.880959184931847,60.84518475815327,1014.0802004356703
30.053069732453423,52.864153300928244,1017.0245889630997
28.388310197392162,41.79239722197984,1009.2446000380874
31.874579962131556,52.94226516904635,1006.4437539695346
25.19178762449059,46.08041619048269,1001.1673222778039
26.68935141360893,77.04102078059118,1007.0769406253498
26.431567387471368,58.84890306076761,1010.5453726300038
22.145940207471526,56.54080670952829,1017.396492963347
29.184481108258304,68.89153824787806,1013.6925347689319
29.044221088719556,48.78248897144112,1012.220341618827
28.020453826569845,52.331359619954476,1009.3995213547955
27.061651466499413,60.68072269248621,1008.6673371309762
22.338517031798343,70.2876899142348,1016.6225903900319
26.317418708938565,65.01685045168789,1011.8029541630335
26.62914193389292,62.48325142515882,1002.5895972323159
24.790890923113523,60.78117735236016,1008.3058414084111
27.354857153335963,64.00235855526775,1007.5671358729135
29.616203427258153,62.016529051292544,1008.8149439632901
35.54474360484212,49.70027725223064,1013.2516426411404
28.698311251327357,60.46079221633151,1010.570220472823
29.030201562891058,49.26311341082247,1010.6925383719854
27.70221633693533,60.81082542900824,1016.253892645301
20.324915138803835,55.19352058511758,1008.2141556408533
27.893944498203133,85.39381622782861,1018.4567981035494
28.240920839764104,59.601056162482884,1008.3147696345156
37.852968449941145,45.95760433738411,1011.3567927864503
27.23055614087551,58.658197893230756,1009.875185618389
29.20618936933445,65.19358745637888,1011.4936765340038
27.861152921179027,76.73363946152523,1012.7783679802925
23.32528784952187,54.10547600061282,1012.7353409603555
32.571291258060086,44.1757202597636,1007.9875306775177
31.007732130747097,68.16837011430981,1006.5083412902097
31.164127788172188,46.19401294100349,1021.0126871636228
24.362450180821043,55.63844558492515,1009.0640626415978
33.61117724374439,57.42379514489006,1013.796849754688
22.392595748830878,59.30366546699892,1004.5694347579072
30.34742837520108,66.89164457074335,1009.8815491203812
36.76182250323991,53.16365717713612,1010.4912024640703
24.037854699477247,57.262707478332395,1012.8912602797113
25.734809081588914,59.857296470506114,1000.1101834360322
28.398605460350566,61.49597957518788,1011.6645624523134
25.986097383535203,60.978271747079226,1006.4010341785284
21.79734627573547,64.3600577522258,1012.2973828447797
28.274251899224108,68.43839509641737,1006.8546832126474
23.75078514509558,63.92634115650968,1007.5780692162976
29.894369722540727,64.53585523509219,1009.9054895584269
24.322303063064787,44.17776833253522,1006.7906821215872
34.19973762007016,60.50227699165681,1009.0978622130585
